hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
AQP1,633,maintenance of symbiont-containing vacuole by host,GO:0085018,biological process,73.0,2.0,2.395e-01,9.748e-02,5.886e-01,1.967e-01,7.987e-02,4.845e-01,5.562e-01,4.093e-02
AQP1,633,cerebrospinal fluid secretion,GO:0033326,biological process,73.0,3.0,2.494e-01,9.101e-02,6.837e-01,2.019e-01,6.463e-02,6.308e-01,5.486e-01,4.851e-02
AQP1,633,cellular response to retinoic acid,GO:0071300,biological process,73.0,5.0,2.538e-01,1.020e-01,6.315e-01,2.109e-01,8.415e-02,5.287e-01,5.421e-01,4.445e-02
AQP1,633,cellular response to dexamethasone stimulus,GO:0071549,biological process,73.0,6.0,2.571e-01,7.035e-02,9.395e-01,2.028e-01,3.622e-02,1.135e+00,5.355e-01,7.694e-02
AQP1,633,positive regulation of saliva secretion,GO:0046878,biological process,73.0,4.0,2.717e-01,7.478e-02,9.872e-01,2.281e-01,4.314e-02,1.206e+00,5.143e-01,7.307e-02
AQP1,633,positive regulation of angiogenesis,GO:0045766,biological process,73.0,12.0,2.746e-01,9.095e-02,8.292e-01,2.488e-01,8.163e-02,7.586e-01,5.063e-01,5.351e-02
AQP1,633,pancreatic juice secretion,GO:0030157,biological process,73.0,4.0,2.806e-01,1.102e-01,7.143e-01,2.601e-01,1.059e-01,6.390e-01,5.003e-01,4.347e-02
AQP1,633,multicellular organismal water homeostasis,GO:0050891,biological process,73.0,6.0,2.915e-01,6.479e-02,1.311e+00,2.433e-01,3.794e-02,1.560e+00,4.895e-01,9.582e-02
AQP1,633,negative regulation of apoptotic process,GO:0043066,biological process,73.0,25.0,3.495e-01,1.739e-01,7.024e-01,3.352e-01,1.687e-01,6.657e-01,4.450e-01,4.049e-02
AQP1,633,lateral ventricle development,GO:0021670,biological process,73.0,2.0,3.533e-01,1.171e-01,1.066e+00,3.036e-01,7.279e-02,1.267e+00,4.462e-01,8.976e-02
AQP1,633,sarcolemma,GO:0042383,cellular component,73.0,3.0,1.639e-01,4.565e-02,5.882e-01,2.975e-02,7.107e-03,1.246e-01,8.134e-01,3.504e-02
AQP1,633,brush border,GO:0005903,cellular component,73.0,2.0,1.639e-01,4.565e-02,5.882e-01,2.892e-02,3.395e-03,2.464e-01,8.084e-01,4.780e-02
AQP1,633,brush border membrane,GO:0031526,cellular component,73.0,2.0,1.639e-01,4.565e-02,5.882e-01,5.364e-02,5.672e-03,5.073e-01,7.408e-01,6.106e-02
AQP1,633,apical plasma membrane,GO:0016324,cellular component,73.0,4.0,1.639e-01,4.565e-02,5.882e-01,5.775e-02,2.147e-02,1.554e-01,7.408e-01,2.809e-02
AQP1,633,basal plasma membrane,GO:0009925,cellular component,73.0,2.0,1.657e-01,4.521e-02,6.077e-01,6.927e-02,2.057e-02,2.333e-01,7.161e-01,3.705e-02
AQP1,633,basolateral plasma membrane,GO:0016323,cellular component,73.0,4.0,1.843e-01,7.067e-02,4.807e-01,9.210e-02,2.465e-02,3.441e-01,6.751e-01,4.710e-02
AQP1,633,plasma membrane,GO:0005886,cellular component,73.0,67.0,1.957e-01,9.181e-02,4.171e-01,1.075e-01,5.309e-02,2.177e-01,6.586e-01,2.573e-02
AQP1,633,extracellular exosome,GO:0070062,cellular component,73.0,39.0,1.977e-01,1.040e-01,3.757e-01,7.358e-02,3.977e-02,1.361e-01,7.117e-01,1.858e-02
AQP1,633,cytoplasm,GO:0005737,cellular component,73.0,72.0,2.028e-01,1.074e-01,3.832e-01,1.207e-01,8.094e-02,1.801e-01,6.429e-01,1.521e-02
AQP1,633,apical part of cell,GO:0045177,cellular component,73.0,4.0,2.053e-01,1.154e-01,3.654e-01,9.600e-02,3.975e-02,2.319e-01,6.742e-01,2.860e-02
AQP1,633,integral component of membrane,GO:0016021,cellular component,73.0,19.0,2.060e-01,1.149e-01,3.694e-01,1.398e-01,8.491e-02,2.300e-01,6.194e-01,1.999e-02
AQP1,633,nuclear membrane,GO:0031965,cellular component,73.0,4.0,2.118e-01,1.029e-01,4.359e-01,1.387e-01,7.765e-02,2.479e-01,6.199e-01,2.278e-02
AQP1,633,nucleus,GO:0005634,cellular component,73.0,86.0,2.129e-01,1.324e-01,3.422e-01,1.560e-01,1.011e-01,2.406e-01,6.013e-01,1.784e-02
AQP1,633,symbiont-containing vacuole membrane,GO:0020005,cellular component,73.0,2.0,2.568e-01,9.055e-02,7.285e-01,2.172e-01,6.663e-02,7.082e-01,5.334e-01,5.337e-02
AQP1,633,carbon dioxide transmembrane transporter activity,GO:0035379,molecular function,73.0,2.0,1.427e-01,4.754e-02,4.281e-01,1.039e-02,2.789e-03,3.870e-02,9.044e-01,2.083e-02
AQP1,633,water channel activity,GO:0015250,molecular function,73.0,4.0,1.427e-01,4.754e-02,4.281e-01,1.546e-02,7.373e-03,3.242e-02,8.807e-01,1.631e-02
AQP1,633,water transmembrane transporter activity,GO:0005372,molecular function,73.0,3.0,1.639e-01,4.565e-02,5.882e-01,4.092e-02,6.565e-03,2.551e-01,7.767e-01,4.710e-02
AQP1,633,transmembrane transporter activity,GO:0022857,molecular function,73.0,42.0,1.643e-01,4.615e-02,5.848e-01,6.976e-02,2.451e-02,1.985e-01,7.167e-01,3.072e-02
AQP1,633,nitric oxide transmembrane transporter activity,GO:0030184,molecular function,73.0,3.0,1.657e-01,4.521e-02,6.077e-01,5.804e-02,7.083e-03,4.756e-01,7.322e-01,5.837e-02
AQP1,633,ammonium transmembrane transporter activity,GO:0008519,molecular function,73.0,22.0,1.696e-01,4.463e-02,6.446e-01,8.688e-02,1.817e-02,4.154e-01,6.822e-01,4.992e-02
AQP1,633,glycerol transmembrane transporter activity,GO:0015168,molecular function,73.0,5.0,1.823e-01,5.326e-02,6.240e-01,1.078e-01,2.347e-02,4.949e-01,6.505e-01,5.092e-02
AQP1,633,identical protein binding,GO:0042802,molecular function,73.0,24.0,2.028e-01,1.074e-01,3.832e-01,1.396e-01,7.825e-02,2.489e-01,6.191e-01,2.314e-02
AQP1,633,protein binding,GO:0005515,molecular function,73.0,318.0,2.066e-01,1.148e-01,3.718e-01,1.564e-01,1.097e-01,2.229e-01,6.012e-01,1.458e-02
AQP1,633,potassium channel activity,GO:0005267,molecular function,73.0,12.0,2.633e-01,8.380e-02,8.276e-01,2.273e-01,6.327e-02,8.163e-01,5.220e-01,6.060e-02
AQP1,633,intracellular cGMP-activated cation channel activity,GO:0005223,molecular function,73.0,2.0,2.662e-01,1.138e-01,6.225e-01,2.406e-01,1.164e-01,4.973e-01,5.189e-01,3.363e-02
AQP7,640,glycerol transport,GO:0015793,biological process,12.0,4.0,7.986e-02,2.814e-02,2.266e-01,5.468e-02,1.248e-02,2.396e-01,7.431e-01,4.549e-02
AQP7,640,water transport,GO:0006833,biological process,12.0,7.0,8.257e-02,2.600e-02,2.623e-01,6.916e-02,1.539e-02,3.107e-01,7.127e-01,4.906e-02
AQP7,640,integral component of plasma membrane,GO:0005887,cellular component,12.0,39.0,6.428e-02,3.582e-02,1.153e-01,2.385e-02,9.303e-03,6.115e-02,8.389e-01,2.226e-02
AQP7,640,cell-cell junction,GO:0005911,cellular component,12.0,18.0,6.892e-02,3.970e-02,1.197e-01,5.039e-02,2.841e-02,8.938e-02,7.585e-01,1.584e-02
AQP7,640,plasma membrane,GO:0005886,cellular component,12.0,67.0,7.586e-02,5.096e-02,1.129e-01,5.464e-02,3.619e-02,8.250e-02,7.490e-01,1.159e-02
AQP7,640,cytoplasm,GO:0005737,cellular component,12.0,72.0,1.201e-01,6.500e-02,2.219e-01,1.134e-01,6.668e-02,1.930e-01,6.518e-01,1.878e-02
AQP7,640,water channel activity,GO:0015250,molecular function,12.0,4.0,6.428e-02,3.582e-02,1.153e-01,2.336e-02,1.207e-02,4.520e-02,8.425e-01,1.651e-02
AQP7,640,urea transmembrane transporter activity,GO:0015204,molecular function,12.0,5.0,6.515e-02,3.469e-02,1.223e-01,2.441e-02,7.496e-03,7.951e-02,8.353e-01,2.871e-02
AQP7,640,glycerol channel activity,GO:0015254,molecular function,12.0,3.0,6.800e-02,4.093e-02,1.130e-01,3.014e-02,9.907e-03,9.172e-02,8.141e-01,2.765e-02
ARAP3,24097,ruffle,GO:0001726,cellular component,12.0,2.0,2.009e-02,6.094e-03,6.622e-02,1.098e-02,1.136e-03,1.061e-01,8.885e-01,2.974e-02
ARAP3,24097,"phosphatidylinositol-3,4,5-trisphosphate binding",GO:0005547,molecular function,12.0,2.0,8.658e-03,6.612e-03,1.134e-02,3.178e-03,7.446e-04,1.356e-02,9.555e-01,1.052e-02
ARAP3,24097,"phosphatidylinositol-3,4-bisphosphate binding",GO:0043325,molecular function,12.0,2.0,1.010e-02,5.639e-03,1.808e-02,5.133e-03,2.866e-03,9.193e-03,9.434e-01,4.903e-03
ARAP3,24097,protein binding,GO:0005515,molecular function,12.0,318.0,7.381e-02,4.419e-02,1.233e-01,7.381e-02,4.419e-02,1.233e-01,7.117e-01,1.617e-02
ARHGEF15,15590,regulation of catalytic activity,GO:0050790,biological process,7.0,15.0,6.422e-02,3.634e-02,1.135e-01,6.422e-02,3.634e-02,1.135e-01,7.292e-01,1.692e-02
ARHGEF15,15590,protein binding,GO:0005515,molecular function,7.0,318.0,5.451e-02,2.423e-02,1.226e-01,2.952e-02,5.805e-03,1.501e-01,8.127e-01,3.845e-02
ARHGEF15,15590,Rho guanyl-nucleotide exchange factor activity,GO:0005089,molecular function,7.0,5.0,5.755e-02,3.979e-02,8.326e-02,2.648e-02,1.793e-02,3.911e-02,8.300e-01,9.854e-03
ART3,725,,,,nan,nan,,,,,,,,
ASAP3,14987,,,,nan,nan,,,,,,,,
ASPHD1,27380,,,,nan,nan,,,,,,,,
ATOH8,24126,positive regulation of pri-miRNA transcription by RNA polymerase II,GO:1902895,biological process,15.0,4.0,7.748e-02,4.882e-02,1.230e-01,2.015e-02,1.377e-02,2.947e-02,8.574e-01,8.787e-03
ATOH8,24126,positive regulation of endothelial cell differentiation,GO:0045603,biological process,15.0,5.0,7.748e-02,4.882e-02,1.230e-01,2.469e-02,7.971e-03,7.649e-02,8.346e-01,2.772e-02
ATOH8,24126,positive regulation of endothelial cell migration,GO:0010595,biological process,15.0,8.0,7.748e-02,4.882e-02,1.230e-01,3.893e-02,1.948e-02,7.779e-02,7.875e-01,1.828e-02
ATOH8,24126,"positive regulation of transcription, DNA-templated",GO:0045893,biological process,15.0,41.0,8.208e-02,5.916e-02,1.139e-01,4.186e-02,2.759e-02,6.353e-02,7.797e-01,1.131e-02
ATOH8,24126,negative regulation of endothelial cell proliferation,GO:0001937,biological process,15.0,6.0,1.050e-01,2.421e-02,4.551e-01,6.398e-02,7.246e-03,5.650e-01,7.151e-01,7.055e-02
ATOH8,24126,negative regulation of gene expression,GO:0010629,biological process,15.0,26.0,1.062e-01,5.324e-02,2.120e-01,6.845e-02,3.873e-02,1.210e-01,7.212e-01,1.698e-02
ATOH8,24126,SMAD protein signal transduction,GO:0060395,biological process,15.0,3.0,1.452e-01,5.136e-02,4.107e-01,1.206e-01,3.584e-02,4.061e-01,6.360e-01,4.815e-02
ATOH8,24126,tube formation,GO:0035148,biological process,15.0,7.0,1.793e-01,3.645e-02,8.821e-01,1.407e-01,1.305e-02,1.517e+00,5.910e-01,8.923e-02
ATOH8,24126,nucleus,GO:0005634,cellular component,15.0,86.0,1.486e-01,8.717e-02,2.532e-01,1.194e-01,9.447e-02,1.509e-01,6.453e-01,8.847e-03
ATOH8,24126,nucleoplasm,GO:0005654,cellular component,15.0,47.0,1.639e-01,1.139e-01,2.360e-01,1.447e-01,1.176e-01,1.780e-01,6.146e-01,8.252e-03
ATOH8,24126,E-box binding,GO:0070888,molecular function,15.0,5.0,7.748e-02,4.882e-02,1.230e-01,1.155e-02,6.436e-03,2.072e-02,9.035e-01,1.044e-02
ATOH8,24126,DNA-binding transcription factor activity,GO:0003700,molecular function,15.0,17.0,7.833e-02,5.081e-02,1.207e-01,3.210e-02,2.477e-02,4.159e-02,8.094e-01,6.734e-03
AZIN2,29957,putrescine biosynthetic process from ornithine,GO:0033387,biological process,18.0,3.0,6.387e-01,3.405e-01,1.198e+00,4.301e-01,1.333e-01,1.387e+00,3.640e-01,7.534e-02
AZIN2,29957,negative regulation of protein catabolic process,GO:0042177,biological process,18.0,9.0,6.390e-01,3.499e-01,1.167e+00,3.979e-01,2.924e-01,5.416e-01,4.066e-01,1.903e-02
AZIN2,29957,trans-Golgi network membrane organization,GO:0098629,biological process,18.0,2.0,7.138e-01,3.590e-01,1.419e+00,6.527e-01,2.426e-01,1.756e+00,2.016e-01,9.430e-02
AZIN2,29957,positive regulation of catalytic activity,GO:0043085,biological process,18.0,12.0,8.344e-01,7.674e-01,9.073e-01,8.014e-01,7.654e-01,8.391e-01,1.467e-01,6.478e-03
AZIN2,29957,transport vesicle,GO:0030133,cellular component,18.0,9.0,6.334e-01,3.379e-01,1.187e+00,1.952e-01,2.573e-02,1.481e+00,5.277e-01,1.053e-01
AZIN2,29957,granular vesicle,GO:1990005,cellular component,18.0,3.0,6.334e-01,3.379e-01,1.187e+00,2.035e-01,1.781e-02,2.326e+00,4.927e-01,1.416e-01
AZIN2,29957,perinuclear region of cytoplasm,GO:0048471,cellular component,18.0,8.0,6.334e-01,3.379e-01,1.187e+00,2.937e-01,1.430e-01,6.033e-01,4.751e-01,4.082e-02
AZIN2,29957,cytosol,GO:0005829,cellular component,18.0,50.0,6.334e-01,3.379e-01,1.187e+00,2.938e-01,1.136e-01,7.598e-01,4.725e-01,4.845e-02
AZIN2,29957,cytoplasm,GO:0005737,cellular component,18.0,72.0,6.334e-01,3.379e-01,1.187e+00,2.985e-01,1.184e-01,7.529e-01,4.691e-01,4.838e-02
AZIN2,29957,cytoplasmic vesicle,GO:0031410,cellular component,18.0,29.0,6.334e-01,3.379e-01,1.187e+00,2.845e-01,5.693e-02,1.422e+00,4.534e-01,1.016e-01
AZIN2,29957,nucleus,GO:0005634,cellular component,18.0,86.0,6.334e-01,3.379e-01,1.187e+00,3.582e-01,1.692e-01,7.582e-01,4.276e-01,4.351e-02
AZIN2,29957,trans-Golgi network,GO:0005802,cellular component,18.0,4.0,6.390e-01,3.499e-01,1.167e+00,4.245e-01,1.739e-01,1.036e+00,3.732e-01,6.831e-02
AZIN2,29957,perikaryon,GO:0043204,cellular component,18.0,3.0,6.390e-01,3.499e-01,1.167e+00,4.370e-01,1.769e-01,1.080e+00,3.639e-01,7.013e-02
AZIN2,29957,dendrite,GO:0030425,cellular component,18.0,13.0,6.585e-01,3.923e-01,1.105e+00,4.675e-01,2.941e-01,7.432e-01,3.582e-01,3.526e-02
AZIN2,29957,axon,GO:0030424,cellular component,18.0,12.0,6.867e-01,4.489e-01,1.051e+00,5.397e-01,4.180e-01,6.968e-01,3.159e-01,2.156e-02
AZIN2,29957,protein binding,GO:0005515,molecular function,18.0,318.0,6.334e-01,3.379e-01,1.187e+00,3.560e-01,1.857e-01,6.827e-01,4.312e-01,3.675e-02
AZIN2,29957,ornithine decarboxylase activator activity,GO:0042978,molecular function,18.0,3.0,7.757e-01,5.679e-01,1.060e+00,7.139e-01,5.332e-01,9.558e-01,2.020e-01,3.308e-02
B3GNT3,13528,protein O-linked glycosylation,GO:0006493,biological process,12.0,10.0,8.976e-02,5.180e-02,1.555e-01,2.693e-02,1.178e-02,6.161e-02,8.268e-01,2.026e-02
B3GNT3,13528,poly-N-acetyllactosamine biosynthetic process,GO:0030311,biological process,12.0,4.0,9.882e-02,6.656e-02,1.467e-01,5.195e-02,2.647e-02,1.020e-01,7.544e-01,1.922e-02
B3GNT3,13528,protein glycosylation,GO:0006486,biological process,12.0,17.0,1.100e-01,4.544e-02,2.663e-01,5.582e-02,1.378e-02,2.262e-01,7.417e-01,4.229e-02
B3GNT3,13528,endoplasmic reticulum,GO:0005783,cellular component,12.0,16.0,1.380e-01,2.804e-02,6.788e-01,9.267e-02,1.036e-02,8.293e-01,6.605e-01,8.138e-02
B3GNT3,13528,Golgi apparatus,GO:0005794,cellular component,12.0,16.0,1.747e-01,3.273e-02,9.320e-01,1.544e-01,2.277e-02,1.048e+00,5.805e-01,8.596e-02
B3GNT3,13528,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",GO:0008532,molecular function,12.0,2.0,8.976e-02,5.180e-02,1.555e-01,2.101e-02,7.320e-03,6.030e-02,8.513e-01,2.561e-02
B3GNT3,13528,acetylgalactosaminyltransferase activity,GO:0008376,molecular function,12.0,14.0,9.676e-02,6.185e-02,1.514e-01,5.206e-02,4.710e-02,5.755e-02,7.551e-01,2.817e-03
B3GNT3,13528,acetylglucosaminyltransferase activity,GO:0008375,molecular function,12.0,36.0,1.108e-01,4.627e-02,2.653e-01,7.293e-02,3.178e-02,1.674e-01,7.117e-01,2.642e-02
B3GNT3,13528,"transferase activity, transferring hexosyl groups",GO:0016758,molecular function,12.0,205.0,1.914e-01,8.240e-02,4.447e-01,1.760e-01,9.357e-02,3.312e-01,5.791e-01,2.630e-02
BAALC,14333,,,,nan,nan,,,,,,,,
BAIAP2L2,26203,actin crosslink formation,GO:0051764,biological process,10.0,2.0,2.824e-01,2.095e-01,3.807e-01,6.601e-02,4.266e-02,1.021e-01,7.261e-01,1.303e-02
BAIAP2L2,26203,actin filament bundle assembly,GO:0051017,biological process,10.0,7.0,3.172e-01,2.735e-01,3.680e-01,1.313e-01,7.307e-02,2.361e-01,6.289e-01,2.246e-02
BAIAP2L2,26203,positive regulation of actin filament polymerization,GO:0030838,biological process,10.0,11.0,3.651e-01,2.283e-01,5.839e-01,2.993e-01,1.587e-01,5.646e-01,4.722e-01,3.598e-02
BAIAP2L2,26203,positive regulation of actin cytoskeleton reorganization,GO:2000251,biological process,10.0,4.0,3.724e-01,2.484e-01,5.584e-01,3.103e-01,2.126e-01,4.528e-01,4.671e-01,2.097e-02
BAIAP2L2,26203,cell-cell contact zone,GO:0044291,cellular component,10.0,5.0,2.798e-01,2.012e-01,3.890e-01,4.933e-02,1.484e-02,1.639e-01,7.585e-01,3.349e-02
BAIAP2L2,26203,cytosol,GO:0005829,cellular component,10.0,50.0,3.196e-01,2.819e-01,3.624e-01,1.655e-01,1.280e-01,2.139e-01,5.919e-01,1.063e-02
BAIAP2L2,26203,nucleoplasm,GO:0005654,cellular component,10.0,47.0,3.196e-01,2.819e-01,3.624e-01,1.706e-01,1.139e-01,2.554e-01,5.860e-01,1.664e-02
BAIAP2L2,26203,clathrin complex,GO:0071439,cellular component,10.0,2.0,3.651e-01,2.283e-01,5.839e-01,3.240e-01,1.683e-01,6.239e-01,4.533e-01,3.911e-02
BAIAP2L2,26203,vesicle membrane,GO:0012506,cellular component,10.0,5.0,3.866e-01,2.702e-01,5.529e-01,3.429e-01,2.761e-01,4.258e-01,4.448e-01,1.237e-02
BAIAP3,948,,,,nan,nan,,,,,,,,
BATF2,25163,regulation of transcription by RNA polymerase II,GO:0006357,biological process,8.0,51.0,3.487e-02,1.787e-02,6.805e-02,2.699e-02,1.024e-02,7.115e-02,8.262e-01,2.429e-02
BATF2,25163,nucleus,GO:0005634,cellular component,8.0,86.0,3.266e-02,2.022e-02,5.273e-02,1.774e-02,1.419e-02,2.218e-02,8.702e-01,4.972e-03
BATF2,25163,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,8.0,17.0,3.266e-02,2.022e-02,5.273e-02,9.964e-03,7.432e-03,1.336e-02,9.143e-01,3.997e-03
BATF2,25163,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,molecular function,8.0,30.0,3.266e-02,2.022e-02,5.273e-02,2.223e-02,1.834e-02,2.695e-02,8.481e-01,4.779e-03
BATF2,25163,protein binding,GO:0005515,molecular function,8.0,318.0,3.994e-02,2.742e-02,5.818e-02,3.994e-02,2.742e-02,5.818e-02,7.852e-01,1.012e-02
BATF3,28915,regulation of transcription by RNA polymerase II,GO:0006357,biological process,9.0,51.0,2.837e-02,1.951e-02,4.126e-02,1.283e-02,4.936e-03,3.334e-02,8.932e-01,1.556e-02
BATF3,28915,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,9.0,55.0,2.837e-02,1.951e-02,4.126e-02,1.578e-02,7.129e-03,3.492e-02,8.780e-01,1.567e-02
BATF3,28915,nucleus,GO:0005634,cellular component,9.0,86.0,2.993e-02,1.869e-02,4.791e-02,2.565e-02,1.602e-02,4.107e-02,8.330e-01,1.180e-02
BATF3,28915,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,9.0,17.0,2.837e-02,1.951e-02,4.126e-02,7.935e-03,4.714e-03,1.336e-02,9.258e-01,5.875e-03
BATF3,28915,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227,molecular function,9.0,10.0,2.837e-02,1.951e-02,4.126e-02,1.479e-02,1.289e-02,1.696e-02,8.868e-01,2.981e-03
BATF3,28915,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,molecular function,9.0,30.0,2.890e-02,1.904e-02,4.387e-02,2.175e-02,1.694e-02,2.794e-02,8.503e-01,6.247e-03
BATF3,28915,protein binding,GO:0005515,molecular function,9.0,318.0,6.001e-02,2.701e-02,1.333e-01,6.001e-02,2.701e-02,1.333e-01,7.365e-01,2.364e-02
BCL6B,1002,regulation of cell population proliferation,GO:0042127,biological process,9.0,37.0,1.178e-01,6.459e-02,2.147e-01,5.415e-02,3.040e-02,9.646e-02,7.498e-01,1.652e-02
BCL6B,1002,regulation of cell differentiation,GO:0045595,biological process,9.0,44.0,1.401e-01,1.086e-01,1.807e-01,6.553e-02,3.564e-02,1.205e-01,7.266e-01,1.825e-02
BCL6B,1002,type 2 immune response,GO:0042092,biological process,9.0,2.0,1.431e-01,1.102e-01,1.858e-01,9.763e-02,3.696e-02,2.579e-01,6.708e-01,3.264e-02
BCL6B,1002,regulation of inflammatory response,GO:0050727,biological process,9.0,15.0,1.550e-01,9.126e-02,2.632e-01,1.288e-01,6.566e-02,2.528e-01,6.313e-01,2.561e-02
BCL6B,1002,nucleus,GO:0005634,cellular component,9.0,86.0,1.798e-01,1.188e-01,2.721e-01,1.662e-01,8.681e-02,3.183e-01,5.892e-01,2.693e-02
BCL6B,1002,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,molecular function,9.0,16.0,1.172e-01,6.342e-02,2.167e-01,3.987e-02,9.920e-03,1.602e-01,7.822e-01,3.859e-02
BCL6B,1002,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227,molecular function,9.0,10.0,1.172e-01,6.342e-02,2.167e-01,4.145e-02,8.453e-03,2.033e-01,7.764e-01,4.449e-02
BCL6B,1002,DNA binding,GO:0003677,molecular function,9.0,29.0,1.192e-01,6.315e-02,2.251e-01,7.663e-02,2.679e-02,2.192e-01,7.041e-01,3.242e-02
BCO2,18503,,,,nan,nan,,,,,,,,
BHLHB9,29353,extracellular exosome,GO:0070062,cellular component,8.0,39.0,1.963e-02,1.429e-02,2.697e-02,1.394e-02,9.340e-03,2.082e-02,8.906e-01,7.489e-03
BHLHB9,29353,cytosol,GO:0005829,cellular component,8.0,50.0,1.963e-02,1.429e-02,2.697e-02,1.692e-02,1.292e-02,2.215e-02,8.744e-01,5.993e-03
BHLHB9,29353,nucleoplasm,GO:0005654,cellular component,8.0,47.0,1.963e-02,1.429e-02,2.697e-02,1.956e-02,1.406e-02,2.720e-02,8.604e-01,7.531e-03
BHLHE41,16617,circadian regulation of gene expression,GO:0032922,biological process,15.0,4.0,4.708e-02,2.769e-02,8.006e-02,6.309e-03,2.060e-03,1.932e-02,9.330e-01,1.213e-02
BHLHE41,16617,cell differentiation,GO:0030154,biological process,15.0,91.0,5.758e-02,4.669e-02,7.102e-02,2.853e-02,1.870e-02,4.352e-02,8.219e-01,1.086e-02
BHLHE41,16617,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,15.0,55.0,5.758e-02,4.669e-02,7.102e-02,2.953e-02,1.587e-02,5.495e-02,8.180e-01,1.611e-02
BHLHE41,16617,regulation of neurogenesis,GO:0050767,biological process,15.0,9.0,7.021e-02,4.336e-02,1.137e-01,4.823e-02,2.862e-02,8.128e-02,7.634e-01,1.456e-02
BHLHE41,16617,anterior/posterior pattern specification,GO:0009952,biological process,15.0,18.0,1.003e-01,3.708e-02,2.715e-01,9.256e-02,3.420e-02,2.505e-01,6.780e-01,3.406e-02
BHLHE41,16617,nucleus,GO:0005634,cellular component,15.0,86.0,8.295e-02,4.615e-02,1.491e-01,6.839e-02,3.930e-02,1.190e-01,7.213e-01,1.644e-02
BHLHE41,16617,E-box binding,GO:0070888,molecular function,15.0,5.0,4.773e-02,2.768e-02,8.228e-02,9.207e-03,4.930e-03,1.719e-02,9.175e-01,8.930e-03
BHLHE41,16617,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,molecular function,15.0,16.0,4.773e-02,2.768e-02,8.228e-02,9.023e-03,1.926e-03,4.227e-02,9.117e-01,1.760e-02
BHLHE41,16617,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227,molecular function,15.0,10.0,4.880e-02,3.048e-02,7.814e-02,1.666e-02,8.806e-03,3.152e-02,8.744e-01,1.296e-02
BHLHE41,16617,transcription corepressor activity,GO:0003714,molecular function,15.0,5.0,5.559e-02,5.027e-02,6.146e-02,2.876e-02,1.464e-02,5.651e-02,8.206e-01,1.717e-02
BHLHE41,16617,bHLH transcription factor binding,GO:0043425,molecular function,15.0,3.0,5.894e-02,5.131e-02,6.770e-02,3.678e-02,2.728e-02,4.958e-02,7.944e-01,8.026e-03
BHLHE41,16617,protein heterodimerization activity,GO:0046982,molecular function,15.0,8.0,8.295e-02,4.615e-02,1.491e-01,6.840e-02,3.312e-02,1.412e-01,7.207e-01,2.131e-02
BHLHE41,16617,protein binding,GO:0005515,molecular function,15.0,318.0,1.517e-01,8.459e-02,2.720e-01,1.517e-01,8.459e-02,2.720e-01,6.053e-01,2.397e-02
BLCAP,1055,apoptotic nuclear changes,GO:0030262,biological process,5.0,2.0,1.000e-01,3.813e-02,2.625e-01,1.000e-01,3.813e-02,2.625e-01,6.675e-01,3.214e-02
BLCAP,1055,protein binding,GO:0005515,molecular function,5.0,318.0,1.000e-01,3.813e-02,2.625e-01,6.155e-02,2.101e-02,1.803e-01,7.322e-01,3.181e-02
BMP5,1072,positive regulation of epithelial cell proliferation,GO:0050679,biological process,18.0,18.0,6.470e-02,2.183e-02,1.918e-01,1.139e-02,8.144e-03,1.592e-02,9.059e-01,5.273e-03
BMP5,1072,positive regulation of pathway-restricted SMAD protein phosphorylation,GO:0010862,biological process,18.0,4.0,6.470e-02,2.183e-02,1.918e-01,1.860e-02,1.000e-02,3.460e-02,8.646e-01,1.462e-02
BMP5,1072,negative regulation of aldosterone biosynthetic process,GO:0032348,biological process,18.0,5.0,6.595e-02,2.243e-02,1.938e-01,2.078e-02,8.940e-03,4.832e-02,8.526e-01,1.919e-02
BMP5,1072,BMP signaling pathway,GO:0030509,biological process,18.0,18.0,6.615e-02,2.080e-02,2.104e-01,1.940e-02,1.577e-03,2.386e-01,8.429e-01,5.759e-02
BMP5,1072,negative regulation of cortisol biosynthetic process,GO:2000065,biological process,18.0,4.0,6.656e-02,2.200e-02,2.013e-01,2.865e-02,1.069e-02,7.678e-02,8.198e-01,2.479e-02
BMP5,1072,negative regulation of steroid biosynthetic process,GO:0010894,biological process,18.0,14.0,6.742e-02,2.141e-02,2.123e-01,3.010e-02,7.136e-03,1.270e-01,8.131e-01,3.817e-02
